ConvertedComp
61000.0
95179.0
90000.0
65277.0
31140.0
41244.0
103000.0
69000.0
26388.0
6300.0
114000.0
100000.0
51312.0
156000.0
20623.0
87996.0
60000.0
5597.0
47300.0
68268.0
51150.0
97389.0
107000.0
66000.0
87994.0
36265.0
11194.0
75000.0
4128.0
114575.0
17491.0
39254.0
7696.0
""
117540.0
3468.0
16008.0
36060.0
16788.0
57287.0
43180.0
110000.0
66750.0
2169.0
46368.0
100000.0
""
53437.0
39768.0
103117.0
26000.0
35518.0
""
21612.0
9095.0
60000.0
62000.0
13116.0
32196.0
70000.0
7556.0
54996.0
17280.0
135000.0
54996.0
47244.0
65424.0
9120.0
62807.0
77911.0
2016.0
""
36265.0
70000.0
84000.0
46913.0
40101.0
65424.0
61172.0
24504.0
90000.0
28860.0
12828.0
44684.0
50868.0
72522.0
57349.0
112800.0
117800.0
19932.0
49006.0
58501.0
54996.0
110000.0
""
6420.0
""
80000.0
120000.0
54876.0
27986.0
65651.0
88000.0
57744.0
30588.0
58881.0
59579.0
130554.0
92073.0
29225.0
""
130000.0
79176.0
23832.0
63016.0
0.0
""
130000.0
115000.0
0.0
""
72182.0
75624.0
""
89212.0
140000.0
49500.0
2600.0
160000.0
84000.0
29184.0
""
140000.0
105000.0
30000.0
21769.0
98964.0
48000.0
50700.0
65308.0
45828.0
85776.0
51696.0
55000.0
38952.0
46992.0
46442.0
54996.0
125000.0
40404.0
13608.0
63016.0
100000.0
""
9840.0
94451.0
75431.0
27269.0
34368.0
140000.0
113000.0
16788.0
165000.0
135000.0
67992.0
60924.0
30000.0
25980.0
118000.0
110509.0
10495.0
53392.0
10800.0
154000.0
92000.0
28572.0
86212.0
84840.0
40000.0
54397.0
96445.0
""
48279.0
44488.0
125000.0
39756.0
125000.0
80000.0
52704.0
7344.0
37128.0
12828.0
59124.0
58024.0
85776.0
57287.0
85000.0
9655.0
29328.0
33348.0
36637.0
4200.0
5880.0
42393.0
118000.0
37512.0
80150.0
33348.0
68745.0
97000.0
7080.0
29858.0
121000.0
58000.0
11894.0
20532.0
52500.0
37531.0
31344.0
110000.0
7276.0
83972.0
48259.0
53500.0
68705.0
79536.0
48120.0
9132.0
120304.0
""
46566.0
38169.0
20580.0
104000.0
74474.0
""
56000.0
30240.0
100000.0
17868.0
""
16152.0
68745.0
190000.0
80202.0
60000.0
""
48804.0
22388.0
64452.0
20628.0
135625.0
72500.0
11400.0
22915.0
36000.0
91660.0
14256.0
71097.0
20628.0
125000.0
15120.0
""
110000.0
41871.0
""
""
82000.0
147000.0
27492.0
15042.0
45830.0
70000.0
10075.0
200000.0
16284.0
32712.0
65000.0
34675.0
10356.0
90000.0
""
90000.0
""
45372.0
97000.0
125000.0
128000.0
9840.0
56291.0
1668.0
42000.0
42888.0
87000.0
55000.0
53850.0
77000.0
89368.0
23040.0
103000.0
122473.0
38496.0
68000.0
13116.0
24061.0
71364.0
30720.0
206250.0
79536.0
125000.0
121000.0
10000.0
80000.0
""
56264.0
44000.0
8244.0
50413.0
24061.0
68705.0
12226.0
42624.0
120000.0
""
104000.0
""
185000.0
21708.0
155000.0
51559.0
16548.0
123500.0
16500.0
""
36642.0
165000.0
45000.0
29724.0
""
16116.0
82000.0
""
81125.0
35940.0
36672.0
91660.0
""
72333.0
41244.0
""
94000.0
95000.0
43308.0
15392.0
2520.0
1656.0
79973.0
86000.0
90072.0
90000.0
58024.0
81000.0
16791.0
140000.0
45797.0
66000.0
55000.0
95000.0
""
35748.0
20628.0
""
84000.0
130000.0
125000.0
5808.0
56142.0
2770.0
10080.0
""
68705.0
8520.0
11472.0
53437.0
23220.0
40563.0
27504.0
57744.0
70000.0
1332.0
25128.0
129000.0
19236.0
27492.0
19627.0
32064.0
13085.0
8424.0
21504.0
80000.0
29136.0
11148.0
155000.0
43546.0
5182.0
103000.0
60000.0
""
54996.0
""
29484.0
94600.0
98000.0
62073.0
68903.0
52704.0
4478.0
105000.0
""
180000.0
130000.0
34620.0
49267.0
57287.0
45830.0
54996.0
49722.0
""
37692.0
81810.0
""
5760.0
40101.0
53184.0
165000.0
17184.0
72984.0
114000.0
""
115000.0
110000.0
34982.0
149500.0
54797.0
40000.0
""
130000.0
80202.0
11472.0
""
82488.0
18528.0
23304.0
107000.0
34372.0
68745.0
18852.0
66000.0
64128.0
31800.0
18528.0
67256.0
118325.0
960.0
21060.0
14484.0
13993.0
12900.0
27492.0
57287.0
45797.0
53672.0
99240.0
5436.0
55000.0
21996.0
78508.0
180000.0
3144.0
10080.0
29316.0
40614.0
34836.0
49722.0
64788.0
95000.0
14376.0
24060.0
57287.0
34524.0
53316.0
""
120000.0
4272.0
190000.0
125000.0
27956.0
120556.0
22800.0
39876.0
38220.0
130000.0
""
94572.0
115000.0
45803.0
128000.0
71758.0
22388.0
120000.0
""
13749.0
72182.0
59247.0
14748.0
132156.0
127741.0
66276.0
30051.0
43538.0
16308.0
98000.0
45072.0
""
108000.0
""
""
179000.0
93109.0
123000.0
177000.0
56142.0
34372.0
25436.0
54956.0
24277.0
17868.0
31250.0
68745.0
90000.0
100000.0
67000.0
105000.0
""
74000.0
105000.0
37810.0
71966.0
75000.0
""
75000.0
21996.0
106645.0
59652.0
156000.0
80155.0
52339.0
35329.0
""
150000.0
91660.0
200000.0
36664.0
51300.0
117763.0
155000.0
68745.0
4404.0
60000.0
41244.0
200000.0
67548.0
159968.0
35748.0
64162.0
95000.0
85931.0
3936.0
5950.0
76994.0
52339.0
26124.0
""
101000.0
28412.0
""
65000.0
3168.0
""
70000.0
7836.0
24048.0
""
80155.0
99444.0
15120.0
112000.0
183320.0
51559.0
81780.0
114508.0
54000.0
""
5976.0
35580.0
""
32784.0
10104.0
83640.0
63016.0
6192.0
17100.0
110000.0
57287.0
95000.0
36024.0
3360.0
33000.0
18000.0
432.0
97389.0
92000.0
23788.0
200000.0
55971.0
62807.0
11004.0
""
12828.0
120556.0
68903.0
119158.0
39254.0
54996.0
9132.0
44460.0
120000.0
""
120000.0
16040.0
23868.0
""
41688.0
92000.0
""
9235.0
0.0
20628.0
""
4920.0
""
95000.0
43260.0
19956.0
145000.0
30784.0
72182.0
33000.0
45797.0
84840.0
85931.0
106000.0
45803.0
61463.0
30684.0
41871.0
52339.0
82494.0
28248.0
66276.0
9144.0
41871.0
48413.0
13440.0
53647.0
""
35329.0
146000.0
140000.0
4198.0
36664.0
92000.0
""
16613.0
19590.0
77911.0
35006.0
71100.0
89364.0
63016.0
150000.0
66000.0
100000.0
120000.0
""
90000.0
32081.0
""
""
""
41688.0
3588.0
137490.0
17868.0
41808.0
64000.0
10032.0
107500.0
3276.0
48120.0
47160.0
83183.0
51147.0
150000.0
92000.0
37325.0
43284.0
37776.0
140.0
90000.0
66276.0
19249.0
82000.0
72182.0
11472.0
34368.0
19608.0
115000.0
88910.0
130554.0
33552.0
59180.0
32081.0
47870.0
""
125000.0
125000.0
41988.0
54996.0
12244.0
20989.0
89000.0
183186.0
29488.0
45803.0
18036.0
21996.0
61106.0
12500.0
26400.0
6096.0
16487.0
37357.0
41705.0
28920.0
54194.0
150000.0
80184.0
8316.0
31403.0
45830.0
3014.0
1692.0
11520.0
61650.0
68745.0
19200.0
17100.0
45033.0
""
25684.0
26328.0
52248.0
27492.0
33348.0
""
111866.0
82000.0
2640.0
53323.0
10956.0
89368.0
39768.0
31536.0
3636.0
16392.0
85000.0
71966.0
""
89076.0
155000.0
100000.0
""
63240.0
69000.0
59508.0
112164.0
85051.0
83000.0
140000.0
90953.0
15708.0
12120.0
26328.0
88000.0
61000.0
180000.0
25187.0
113744.0
162929.0
18000.0
100000.0
25188.0
105000.0
36027.0
4740.0
38496.0
65277.0
57287.0
155000.0
52044.0
115000.0
25206.0
57287.0
49500.0
3823.0
100000.0
200000.0
58860.0
105986.0
19248.0
85000.0
153950.0
200000.0
35798.0
91593.0
68748.0
160000.0
""
11040.0
202500.0
98135.0
98964.0
35244.0
103057.0
33000.0
135000.0
54996.0
33000.0
75000.0
78000.0
85000.0
11136.0
17760.0
130000.0
63000.0
1344.0
""
46000.0
79536.0
11544.0
165000.0
160000.0
112164.0
75000.0
106000.0
76339.0
105000.0
5976.0
76339.0
33780.0
25953.0
24744.0
85051.0
23376.0
135000.0
122142.0
72000.0
26760.0
89000.0
57287.0
125000.0
82488.0
21060.0
63108.0
64888.0
105000.0
155000.0
14364.0
""
60000.0
27492.0
60000.0
28644.0
9180.0
3862.0
60000.0
43180.0
11004.0
63016.0
10654.0
91660.0
36672.0
100000.0
58881.0
71000.0
72912.0
0.0
34092.0
70995.0
13752.0
""
106555.0
43195.0
51468.0
91593.0
6924.0
120000.0
107000.0
23772.0
96000.0
102000.0
12144.0
56292.0
17280.0
18191.0
""
35116.0
30528.0
45715.0
13812.0
105000.0
37128.0
61071.0
39876.0
16032.0
52339.0
85000.0
120000.0
4786.0
20484.0
150000.0
12300.0
51559.0
27492.0
126000.0
5040.0
57312.0
73285.0
57636.0
16500.0
91606.0
101542.0
57720.0
90417.0
87036.0
""
87789.0
61870.0
120000.0
9600.0
108795.0
36664.0
38496.0
25116.0
34368.0
70000.0
15120.0
160000.0
72600.0
48121.0
16032.0
63016.0
11200.0
""
81348.0
22517.0
98135.0
97500.0
73658.0
110509.0
49722.0
36265.0
130602.0
103000.0
2520.0
58000.0
23832.0
110000.0
14436.0
16380.0
11004.0
121000.0
130000.0
""
43284.0
103116.0
23788.0
9276.0
91593.0
11520.0
47100.0
5904.0
55340.0
""
70000.0
88408.0
13752.0
13993.0
49920.0
""
16392.0
74474.0
9683.0
54516.0
21996.0
58000.0
71000.0
22080.0
91660.0
""
100000.0
58881.0
49620.0
45797.0
75000.0
5597.0
""
83972.0
53437.0
104834.0
55248.0
71376.0
10872.0
16872.0
21636.0
134000.0
73274.0
70650.0
4152.0
80000.0
18744.0
97190.0
26400.0
36000.0
4584.0
31403.0
7332.0
72228.0
11304.0
72182.0
150000.0
81000.0
""
23040.0
22669.0
45797.0
51559.0
54168.0
123708.0
9600.0
50839.0
19590.0
100000.0
41000.0
80202.0
95000.0
12594.0
16791.0
63000.0
48120.0
95000.0
24060.0
48636.0
200000.0
15816.0
53437.0
180000.0
41244.0
40140.0
""
28786.0
100000.0
""
130000.0
20604.0
5208.0
78508.0
40836.0
60276.0
1680.0
23868.0
15672.0
125000.0
45636.0
68970.0
58024.0
36000.0
39696.0
22296.0
12996.0
15183.0
35743.0
44352.0
13716.0
12780.0
19248.0
30535.0
10164.0
46752.0
6720.0
14136.0
82000.0
82476.0
150000.0
4656.0
""
42456.0
54302.0
104678.0
33000.0
15564.0
118000.0
33583.0
4200.0
65300.0
100500.0
40824.0
51564.0
24744.0
185000.0
46976.0
58413.0
11496.0
99240.0
41871.0
27504.0
29385.0
504.0
83000.0
68421.0
100000.0
3588.0
84000.0
78826.0
75000.0
19170.0
39166.0
80000.0
70000.0
48924.0
77670.0
71609.0
46976.0
63721.0
63624.0
28891.0
111000.0
115000.0
""
65568.0
0.0
32292.0
41388.0
40284.0
11544.0
""
17724.0
""
31656.0
88871.0
""
28786.0
30936.0
18013.0
10404.0
8856.0
120000.0
""
""
